,id,title,description,imdb_rating
206,206,Treehouse of Horror IX,Homer receives an evil hair transplant; Bart and Lisa get trapped in an Itchy and Scratchy cartoon; Maggie is revealed to be an alien.    ,8.0
207,207,When You Dish Upon a Star,Homer becomes a Hollywood insider when he befriends Alec Baldwin and Kim Basinger.    ,7.2
208,208,D'oh-in' in the Wind,Homer becomes a hippie after a revelation about his middle name.    ,7.5
209,209,Lisa Gets an 'A',"When Lisa cheats on a test, she has a moral crisis when her perfect score qualifies the school for grant money; Homer adopts a lobster as a pet.    ",8.1
210,210,Homer Simpson in: 'Kidney Trouble',Homer gets cold feet before a transplant operation which could save Grampa's life.    ,7.2
211,211,Mayored to the Mob,Homer deals with corruption when he becomes Mayor Quimby's bodyguard.    ,8.1
212,212,Viva Ned Flanders,"When Homer takes Ned to Las Vegas in an attempt to get him to loosen up, the two end up drunkenly marrying a pair of cocktail waitresses.    ",7.8
213,213,Wild Barts Can't Be Broken,The children of Springfield revolt after a curfew is enforced.    ,7.7
214,214,"Sunday, Cruddy Sunday","Homer and his friends head to the Super Bowl, but are forced to sneak in when they discover their tickets are counterfeit.    ",7.0
215,215,Homer to the Max,"Homer changes his name to ""Max Power"" after discovering that he shares his name with a dimwitted TV character.    ",7.7
216,216,I'm with Cupid,The husbands of Springfield plot revenge after Apu outshines them on Valentine's Day.    ,7.3
217,217,Marge Simpson in: 'Screaming Yellow Honkers',Marge's new SUV gives her a potent case of road rage.    ,7.3
218,218,Make Room for Lisa,"Lisa feels that her relationship with her father will never be close, and she develops stress-induced stomach pains; Marge inadvertently knocks out Milhouse.    ",7.5
219,219,Maximum Homerdrive,Homer takes Bart with him on a cross-country delivery on behalf of a trucker who died before completing it; Marge and Lisa experience problems with their new novelty doorbell.    ,7.7
220,220,Simpsons Bible Stories,Three famous religious stories are retold Simpsons style as the family nods off at church.    ,7.3
221,221,Mom and Pop Art,Homer becomes the talk of the Springfield art community when a failed barbecue pit he worked on is mistaken for an art project.    ,7.6
222,222,The Old Man and the 'C' Student,Bart is punished with community service at the Retirement Castle after he ruins Springfield's chances of hosting the Olympics.    ,7.3
223,223,Monty Can't Buy Me Love,"When a wealthy man moves to Springfield, Mr. Burns begins to feel that he is losing his grasp on the citizens and decides to enlist the help of Homer.    ",7.1
224,224,They Saved Lisa's Brain,"Lisa is invited to join the Springfield chapter of MENSA and after Mayor Quimby flees, the group ends up running the city. Meanwhile, Homer poses for a series of erotic photos.    ",7.3
225,225,Thirty Minutes over Tokyo,The Simpsons must perform on a Japanese game show after Homer loses their money on a vacation.    ,8.0
226,226,Beyond Blunderdome,"Convinced he's the only man with guts to tell him the truth, Mel Gibson insists Homer accompanies him in Hollywood to help fix his newest film project.    ",7.3
227,227,Brother's Little Helper,"Bart is put on medication to control his behavior, but the pills cause him to become paranoid and insane.    ",7.5
228,228,Guess Who's Coming to Criticize Dinner?,"When Homer is hired as a local food critic by a newspaper in Springfield, he finds himself in deep trouble after his reviews turn out to be too critical.    ",7.5
229,229,Treehouse of Horror X,The Simpsons attempt to cover up their accidental murder of Ned Flanders. Bart and Lisa acquire super powers. An electronic apocalypse threatens Springfield.    ,7.8
230,230,E-I-E-I-(Annoyed Grunt),Homer cowards out of a pistol-duel and hides out with the rest of the family on a country farm.    ,7.8
231,231,"Hello Gutter, Hello Fadder",Homer becomes a minor celebrity around Springfield after bowling a perfect game.    ,7.3
232,232,Eight Misbehavin',Apu struggles with fatherhood after Manjula gives birth to octuplets.    ,7.0
233,233,"Take My Wife, Sleaze","Homer's attempt at creating a motorcycle gang attracts a real gang, who kidnap Marge.    ",7.1
234,234,Grift of the Magi,A toy company purchases Springfield Elementary and uses the student body as a focus group for their new Christmas toy Funzo.    ,7.3
235,235,Little Big Mom,Lisa finds out how rough Marge has it when her mom is in traction and she becomes the woman of the house. Homer and Bart's antics get her so worked up she conspires to teach them a lesson.    ,7.4
236,236,Faith Off,Bart is led to believe he has special healing powers after a tent revival.    ,6.8
237,237,The Mansion Family,Homer receives responsibility for Mr. Burns' mansion when he is on leave and takes Burns' yacht to international waters to have a party.    ,7.3
238,238,Saddlesore Galactica,The Simpsons get an abused horse and make him a contender in horse racing. Homer finds out a secret conspiracy about jockeys. Lisa tries to reach President Clinton when the results of a school band talent competition seem tainted.    ,6.5
239,239,"Alone Again, Natura-Diddily",Ned deals with his grief after Maude's untimely death.    ,7.7
240,240,Missionary: Impossible,"When Homer is wanted dead for reneging on a 10,000 dollar pledge to PBS, Reverend Lovejoy sets him up for missionary work in the South Pacific until the heat dies down.    ",7.3
241,241,Pygmoelian,"Plastic surgery not only transforms Moe the Bartender from ugly to hunky, it helps gets him a job on a hit daytime drama.    ",7.3
242,242,Bart to the Future,Bart gets a glimpse of the future while the family is on vacation at an Indian casino.    ,7.1
243,243,Days of Wine and D'oh'ses,Homer doesn't like it when Barney quits drinking; Bart and Lisa get into trouble when they enter a photo contest for the new phone book cover.    ,7.4
244,244,Kill the Alligator and Run,"Fearing he only has three years to live, Homer takes the family on a vacation to Florida, where they become fugitives after seemingly killing a famous alligator.    ",6.6
245,245,Last Tap Dance in Springfield,Lisa has difficulties learning to tap dance; Bart and Milhouse ditch summer camp to spend a week living in the mall.    ,7.1
246,246,"It's a Mad, Mad, Mad, Mad Marge","Everybody loves the new Simpsons' house guest Becky. Except Marge, who thinks Becky wants to kill her.    ",7.1
247,247,Behind the Laughter,"Fans are invited to take a behind-the-scenes look at ""The Simpsons,"" revisiting some of the most memorable experiences the family has been through.    ",7.9
248,248,Treehouse of Horror XI,Homer must do one good deed to get into Heaven; Bart and Lisa encounter a witch in a gingerbread house; Super-intelligent dolphins strike back at humanity.    ,7.6
249,249,A Tale of Two Springfields,Springfield is split in two when Homer revolts because his area code is changed; the new town walls itself off from the neighbors.    ,7.4
250,250,Insane Clown Poppy,"After he learns he has a daughter, Krusty turns to Homer for parenting advice.    ",7.0
251,251,Lisa the Tree Hugger,Lisa's crush on an environmental activist inspires her to live in a tree threatened by loggers.    ,7.1
252,252,Homer vs. Dignity,"Desperate for money, Homer accepts payment from Mr. Burns in exchange for humiliating himself.    ",7.0
253,253,The Computer Wore Menace Shoes,"Homer's gossip website becomes a huge hit, but when his information runs out he resorts to making up news.    ",7.7
254,254,The Great Money Caper,The whole town of Springfield conspires to teach Homer and Bart a lesson after the pair begin running confidence scams.    ,7.2
255,255,Skinner's Sense of Snow,"A freak blizzard traps the students of Springfield Elementary inside their school. Their lives at stake, they are at the mercy of the rescue efforts of a woozy Homer and Ned.    ",7.9
256,256,HOMR,"An X-ray reveals a crayon lodged in Homer's brain. After the crayon is removed, Homer experiences a sudden surge in intelligence, making him closer to Lisa and isolated from his friends.    ",8.1
257,257,Pokey Mom,"Marge befriends a convict with an artistic streak. Meanwhile, Homer battles the chiropractic industry after he creates a miracle back pain cure.    ",7.1
258,258,Worst Episode Ever,Bart and Milhouse are left in charge of the comic book store after Comic Book Guy is hospitalized.    ,7.4
259,259,Tennis the Menace,"Homer installs a tennis court in the backyard, but his lousy playing creates a rift in the family.    ",6.8
260,260,Day of the Jackanapes,When a new television game show grows in popularity and begins to draw away Krusty's TV audience e decided to retire from the television business.    ,7.1
261,261,New Kids on the Blecch,"A music producer offers Bart and his friends a chance to participate in an up-and-coming boyband, but the boys are not up to it after making a discovery.    ",7.2
262,262,"Hungry, Hungry Homer",Homer is forced to go on a hunger strike by the Springfield Isotopes after uncovering a secret plan to have the baseball team moved to New Mexico.    ,7.5
263,263,Bye Bye Nerdie,"Problems with a bully lead Lisa to examine just what makes bullies aggressive. Meanwhile, Homer gets into the baby-proofing business.    ",6.7
264,264,Simpson Safari,The Simpsons win a trip to Africa after Homer finds a golden animal cracker from the 60's in the loft.    ,6.8
265,265,Trilogy of Error,"Homer's rush to the hospital to re-attach his severed thumb, Lisa's rush to school to win the science fair, and Bart's run-in with an illegal fireworks scheme interconnect from their point of view.    ",8.6
266,266,I'm Goin' to Praiseland,"With Homer's help, Flanders tries to establish a Christian theme park based on drawings in Maude's sketch book.    ",7.2
267,267,Children of a Lesser Clod,"After a debilitating injury forces him to stay indoors, Homer begins a daycare center.    ",7.2
268,268,Simpsons Tall Tales,"A hobo tells the Simpsons tall tales on a train ride to Delaware. In the first story, Homer is outcast from society as Paul Bunyan. Then, Lisa travels the country planting trees as Connie Appleseed. Finally, Bart and Nelson raft down the Mississippi as Tom Sawyer and Huck Finn.    ",6.9
269,269,Treehouse of Horror XII,A gypsy puts a curse on Homer; The Simpsons' new automated house malfunctions and tries to kill Homer; Bart and Lisa attend a school for wizards.    ,7.6
270,270,The Parent Rap,"After Bart takes a joyride in a police car, a judge orders him to be tethered to Homer at all times.    ",7.1
271,271,Homer the Moe,Homer and his friends are forced to drink in the Simpsons' garage after Moe the Bartender renovates his shady bar into a hipster hangout.    ,7.1
272,272,A Hunka Hunka Burns in Love,Mr. Burns falls in love with a younger woman and recruits Homer to help him impress her.    ,7.1
273,273,The Blunder Years,A hypnotist uncovers a traumatic experience from Homer's childhood.    ,7.6
274,274,She of Little Faith,"Homer and Bart get careless with a model rocket and accidentally do damage to Springfield's church, but when Mr. Burns offers to commercialize it to repair the destruction, Lisa leaves Christianity behind to become a Buddhist.    ",7.1
275,275,Brawl in the Family,"A social services officer brings unity to the Simpson family, but their newfound happiness is threatened when the cocktail waitress Homer married in Vegas shows up at their door.    ",6.8
276,276,Sweets and Sour Marge,Marge rallies for a ban on sugar after Springfield is declared America's fattest city.    ,6.9
277,277,Jaws Wired Shut,Marge can't deal with the quiet after Homer has his jaws wired shut.    ,7.3
278,278,Half-Decent Proposal,Marge's high school sweetheart Artie Ziff returns and offers Homer a million dollars to spend a weekend with Marge.    ,7.3
279,279,The Bart Wants What It Wants,"Bart breaks up with his new girlfriend Greta, but gets jealous when she begins dating Milhouse.    ",7.0
280,280,The Lastest Gun in the West,Bart meets a retired cowboy movie star and convinces him to make a comeback on The Krusty the Clown Show.    ,6.5
281,281,The Old Man and the Key,Abe gets his driver's license back to impress a new woman at the retirement home.    ,6.5
282,282,Tales from the Public Domain,"Homer reads three stories from an overdue library book, imagining himself as Odysseus, Lisa as Joan of Arc and Bart as Hamlet.    ",7.2
283,283,Blame It on Lisa,"Lisa sponsors an orphan in Brazil, and when he goes missing she convinces the family to go to Brazil to find him. While there, Homer is kidnapped.    ",7.0
284,284,Weekend at Burnsie's,"After a traumatizing eye injury, Homer becomes a habitual user of medical marijuana.    ",7.7
285,285,Gump Roast,"In this clip show, the citizens of Springfield honor Homer Simpsons with a Roast, but the festivities take a turn for the worst when aliens crash it.    ",5.4
286,286,I Am Furious (Yellow),"Bart's comic about Homer becomes a hit on-line, prompting Homer to attempt to control his anger.    ",7.7
287,287,The Sweetest Apu,Apu's marriage is on the rocks after Manjula finds out he cheated on her.    ,6.8
288,288,Little Girl in the Big Ten,Lisa pretends to be a college student when she befriends two college girls; Bart is forced to live in a plastic bubble after being bit by a mosquito.    ,7.1
289,289,The Frying Game,Homer and Marge find themselves on death row after they are framed for murder.    ,7.0
290,290,Poppa's Got a Brand New Badge,Homer becomes chief of police after a scandal forces Wiggum out.    ,7.8
291,291,Treehouse of Horror XIII,Homer clones himself with a magic hammock; Zombie cowboys come back from the dead after Springfield bans guns; The Simpsons family take a vacation on an island where Dr. Hibbert can turn people into animals.    ,7.6
292,292,How I Spent My Strummer Vacation,"When Homer is secretly videotaped complaining about his family in a taxi, they send him off to a rock and roll fantasy camp so he can try to live his dream.    ",7.4
293,293,Bart vs. Lisa vs. the Third Grade,"Bart and Lisa are respectively held back and moved forward one grade, putting them in the same class.    ",7.1
294,294,Large Marge,Marge accidentally gets breast implants.    ,7.1
295,295,Helter Shelter,The Simpsons family must participate in a reality television show in which they try to live in the same way that the families did in the 1800s.    ,6.7
296,296,The Great Louse Detective,Homer has to use Sideshow Bob in order to track down a potential assassin.    ,7.3
297,297,Special Edna,"After Skinner once again has let Mrs. Krabappel down, Bart nominates her for Teacher of the Year. When the nomination is accepted, Skinner tries to get back Krabappel by asking her to marry him.    ",7.0
298,298,The Dad Who Knew Too Little,Homer hires a private detective to learn more about Lisa.    ,7.3
299,299,The Strong Arms of the Ma,Marge takes up body-building to boost her self-esteem after being mugged at the Kwik-E-Mart.    ,6.8
300,300,Pray Anything,"Homer turns to religion to help him get what he wants, and is soon awarded the church in an injury settlement. Homer then turns the church into his personal party pad, and Reverend Lovejoy leaves Springfield to wallow in its hedonism.    ",6.7
301,301,Barting Over,"After finding out Homer squandered his money from a baby commercial, Bart moves out into a loft, and meets skateboarding legend Tony Hawk.    ",6.7
302,302,I'm Spelling as Fast as I Can,"Lisa participates in the Spellympics, but Homer is busy traveling cross-country as Krusty Burger test-markets a new sandwich. Lisa is confident that she will win, until she learns that the contest is rigged against her.    ",7.2
303,303,A Star Is Born Again,"Ned Flanders starts dating a famous movie star, but has difficulties with the tabloids following them everywhere.    ",6.9
304,304,Mr. Spritz Goes to Washington,The family makes Krusty run for Congress because of air traffic being redirected to fly dangerously close to their house.    ,6.8
305,305,C.E.D'oh,Homer takes over the power plant after tricking Mr. Burns into making him the official owner of the power plant.    ,7.1
306,306,'Scuse Me While I Miss the Sky,Lisa becomes interested in astronomy and starts fighting the light pollution which is preventing her from being able to enjoy her new hobby.    ,7.1
307,307,Three Gays of the Condo,"When Homer finds an old note revealing Marge only married him because she was pregnant with Bart, he moves into a condo with two gay guys.    ",7.2
308,308,"Dude, Where's My Ranch?","Homer writes a Christmas carol called ""Everybody Hates Ned Flanders,"" which soon becomes so popular that the family decides to leave town for a while.    ",6.9
309,309,Old Yeller-Belly,"Homer throws out Santa's Little Helper for not saving him from a fire, but soon the dog becomes Duff's new mascot.    ",6.6
310,310,"Brake My Wife, Please","Because of Homer losing his driver's license, Marge has to drive everyone everywhere, which is so stressful for her that she accidentally runs over Homer leading to the two seeing a marriage counselor.    ",6.7
311,311,The Bart of War,"Bart and Milhouse are forced into community service after destroying Flanders' memorial and join separate community groups, pitting themselves against each other.    ",6.6
312,312,Moe Baby Blues,"After saving Maggie's life, Moe develops a special bond with her, much to Homer's dismay.    ",7.6
313,313,Treehouse of Horror XIV,"First, Homer kills the Grim Reaper and takes his place in Reaper Madness. Then, Professor Frink's father is revived, only to kill people and steal their organs in Frinkenstein. Finally, Bart and Milhouse get a stop watch that can stop time in Stop the World, I Want To Goof Off.    ",7.5
314,314,My Mother the Carjacker,"Homer's mother returns to Springfield, and the city pardons her from the charges against her. Mr Burns is furious about this and makes a plan to get Mona Simpson in prison.    ",7.2
315,315,The President Wore Pearls,Lisa feuds with Principal Skinner after being elected school president.    ,6.9
316,316,The Regina Monologues,Prime minister Tony Blair welcomes the Simpsons to England where they run into author J.K. Rowling and actor Ian McKellen.    ,7.0
317,317,The Fat and the Furriest,"At the dump Homer is videotaped while being attacked by a bear. The town regards him a coward, so Homer decides to strike back at the bear.    ",7.1
318,318,Today I Am a Clown,Krusty decides to do what he never did when he was thirteen years old - have a Bar Mitzvah.    ,6.4
319,319,'Tis the Fifteenth Season,"After spending all his money on an expensive gift for himself, and the family thinking he should be less of an egoist, Homer decides to change his ways.    ",7.0
320,320,"Marge vs. Singles, Seniors, Childless Couples and Teens, and Gays","A concert for babies ends in a riot, so the childless adults of Springfield gather to make the town less child-friendly.    ",6.6
321,321,"I, (Annoyed Grunt)-bot",Homer pretends to be a robot and competes in Robot Wars to win Bart's affection; Lisa has cat trouble.    ,7.3
322,322,Diatribe of a Mad Housewife,"Marge is inspired to write a novel, but the storyline of the book (a fat, mean husband, and a handsome, sweet neighbor) makes Homer jealous.    ",7.2
323,323,Margical History Tour,"Marge tells Lisa, Bart and Millhouse three history stories because the library doesn't have any.    ",7.1
324,324,Milhouse Doesn't Live Here Anymore,"Milhouse moves to Capitol City, and therefore Lisa and Bart become best friends.    ",7.2
325,325,Smart & Smarter,"When Maggie is revealed to have an IQ of 167, Lisa is no longer the genius of the family, causing a rivalry between the sisters.    ",7.1
326,326,The Ziff Who Came to Dinner,Artie Ziff is discovered hiding out in the Simpsons' attic.    ,6.7
327,327,Co-Dependents' Day,Marge takes up heavy drinking to spend more time with Homer. Bart and Lisa confront a famous movie director about the drop in quality his films have taken.    ,6.7
328,328,The Wandering Juvie,"After playing a prank on the whole town, Bart is sentenced to six months of juvenile detention. There he meets Gina, who forces Bart to escape with her.    ",7.0
329,329,My Big Fat Geek Wedding,Mrs. Krabapel falls for Comic Book Guy and they plan a Star Trek like wedding. Principal Skinner plans to prevent it.    ,6.6
330,330,Catch 'Em If You Can,Homer and Marge try to have a vacation without the kids but Bart and Lisa follow them everywhere they go.    ,7.1
331,331,Simple Simpson,Homer becomes a costumed vigilante who uses pies for weapons after witnessing Lisa get humiliated at a competition at the state fair.    ,7.3
332,332,The Way We Weren't,"Marge and Homer find out that they actually kissed each other at age 10 without knowing they were each other's first kisses, and tell the story about this.    ",7.2
333,333,Bart-Mangled Banner,An accidental photo showing Bart mooning the American flag makes the Simpsons the most hated family in town.    ,6.3
334,334,Fraudcast News,"After Mr. Burns is erroneously reported as dead, he buys all of he media outlets in order to prevent them from writing scathing articles about him.    ",7.2
335,335,Treehouse of Horror XV,Ned gains the power to foresee people's deaths; Maggie is shrunk inside a vitamin capsule and swallowed; Eliza Simpson and her sidekick hunt down a murderer.    ,7.4
336,336,All's Fair in Oven War,"Homer buys Marge a new kitchen, and Marge likes cooking in the new kitchen so much she attends the Ovenfresh Bakeoff.    ",6.9
337,337,Sleeping with the Enemy,"Because she thinks her own children do not appreciate her anymore, Marge becomes a mother figure for Nelson.    ",7.1
338,338,She Used to Be My Girl,"Marge becomes jealous when Lisa begins idolizing her old high school friend, Chloe Talbot, a famous reporter.    ",6.5
339,339,Fat Man and Little Boy,"Bart begins designing T-shirt slogans, and his T-shirts become very popular among the citizens of Springfield.    ",7.0
340,340,Midnight Rx,"Homer goes to Canada with Apu and Ned to purchase Grampa's medication, but the three have problems getting home because the border guard thinks Apu is a terrorist.    ",7.1
341,341,Mommie Beerest,Homer gives Moe an enormous amount of money so he doesn't have to close down.    ,6.8
342,342,Homer and Ned's Hail Mary Pass,A video of Homer dancing becomes so popular that all major sports players hires Homer to design celebration dances for them.    ,6.3
343,343,Pranksta Rap,"Bart went to a rap concert Marge told him not to go to. In order to avoid punishment from Marge, he makes Marge and Homer believe he has been kidnapped.    ",6.6
344,344,There's Something About Marrying,A townsperson comes out of the closet when Springfield legalized same-sex marriages in a plot to bolster tourism; Homer uses the Internet to become a minister.    ,6.9
345,345,On a Clear Day I Can't See My Sister,"After bullying her, Bart is restricted by court order to come too close to Lisa.    ",6.7
346,346,Goo Goo Gai Pan,"Selma decides to adopt a child, so the whole family goes to China.    ",6.9
347,347,Mobile Homer,"After a garage-cleaning accident, Marge wants Homer to get life insurance. Instead, the family gets an RV.    ",6.8
348,348,The Seven-Beer Snitch,"Springfield builds an opera house, but since no-one attends it they convert it into a prison. Old and forgotten laws are used to fill the prison, and therefore Homer goes to jail for kicking a can five times in a row. In jail, Homer becomes a snitch    ",6.8
349,349,Future-Drama,Bart and Lisa see into the future where their lives have changed.    ,7.3
350,350,Don't Fear the Roofer,"Homer meets a new friend, Ray the Roofer, but gets confined to a mental institution when his friends and family think he made him up.    ",7.4
351,351,The Heartbroke Kid,"Bart starts living on food from the new candy machine in school only, but he becomes so overweight that he has to go to a fat camp.    ",7.1
352,352,A Star Is Torn,"Lisa attends a singing competition for children, and Homer becomes her manager because of his skill to write songs that the crowd loves.    ",6.7
353,353,"Thank God, It's Doomsday","Homer hears about the Rapture, and by using numerology to calculate when the Rapture is coming he learns that it is only one week away.    ",7.2
354,354,Home Away from Homer,"After Homer humiliates Ned Flanders, Ned, Rod, and Todd decides to leave Springfield and live in Humbleton, Pennsylvania.    ",7.1
355,355,"The Father, the Son, and the Holy Guest Star","Bart is expelled from Springfield Elementary, and Bart is therefore enrolled in St. Jerome's Catholic School.    ",7.3
356,356,The Bonfire of the Manatees,"When Marge leaves Homer because he allowed an adult movie being shot in their house, she seeks self fulfillment in protecting manatees.    ",6.2
357,357,The Girl Who Slept Too Little,A new cemetery right outside the window of Lisa's room makes Lisa suffer from many sleepless nights.    ,6.8
358,358,Milhouse of Sand and Fog,"When Kirk and Luann van Houten plan to get back together, Milhouse realizes they are too interested in each other, so he and Bart try to break them up, only for the plan to backfire and cause Homer and Marge to break up yet again.    ",6.9
359,359,Treehouse of Horror XVI,An android son replaces Bart; Homer and friends are the quarry in Mr. Burns' hunting tournament; a witch turns townsfolk into their Halloween costumes.    ,7.3
360,360,Marge's Son Poisoning,"Marge and Bart start spending more time together, and make a tradition of cycling to a tea house in a small village outside Springfield.    ",6.9
361,361,See Homer Run,"When a recall election puts Mayor Quimby's job up for grabs, Homer seizes the opportunity to win office and gain his daughter's love.    ",6.8
362,362,The Last of the Red Hat Mamas,"Milhouse tutors Lisa in Italian, and Marge joins the Cheery Red Tomatoes, a group that plans to rob Mr. Burns of one million dollars worth of Fabergé eggs.    ",6.6
363,363,The Italian Bob,"The Simpsons become lost in Italy, finding their way to a small town that Sideshow Bob has become the mayor of.    ",7.1
364,364,Simpsons Christmas Stories,"Homer tells the tale of the first Christmas ever, while Grandpa pursues his decade-old feud with Santa.    ",6.8
365,365,Homer's Paternity Coot,"When a frozen mailman from the 60's is found in a Springfield glacier, doubts arise about whether Abe really is Homer's father.    ",6.6
366,366,We're on the Road to D'ohwhere,"When Homer is on his way to Vegas to meet up with his friends, he has to make a detour to take Bart to an education camp. Meanwhile, Marge has discovered a surprising source of income.    ",6.9
367,367,My Fair Laddy,Bart and Lisa bet whether Lisa can turn Groundskeeper Willie into a proper gentleman.    ,6.5
368,368,The Seemingly Never-Ending Story,"In this story within a story within a story within a story, a cave-exploring expedition, an angry sheep and a lovestruck Moe become inextricably entwined.    ",7.6
369,369,Bart Has Two Mommies,"Marge starts babysitting the Flanders boys, leading Homer to spend more time with Bart and Lisa. Bart gets kidnapped by a lonely movie chimpanzee.    ",7.0
370,370,"Homer Simpson, This Is Your Wife","As part of a new Fox show, the Simpsons participate in a wife-swap.    ",6.5
371,371,Million Dollar Abie,"After blowing Springfield's chances for an NFL franchise, Grandpa goes to an assisted-suicide center, then becomes a bullfighter.    ",6.3
372,372,"Kiss Kiss, Bang Bangalore",Homer gets sent to India when the power plant is relocated there. Selma and Patty kidnap Richard Dean Anderson after he spurns their MacGyver fan club.    ,7.2
373,373,The Wettest Stories Ever Told,"While waiting for the dinner at the Frying Dutchman, the family starts telling three stories about ships: ""Journey on the Mayflower"", ""Mutiny on the Bounty"", and ""The Neptune Adventure"".    ",6.7
374,374,Girls Just Want to Have Sums,"Springfield Elementary is divided into two separate schools (one for boys, one for girls) following Principal Skinner's demotion. Concerned that the boys are receiving a higher standard of education, Lisa disguises herself as a boy.    ",7.1
375,375,Regarding Margie,"After hitting her head on a stool Marge suffers from amnesia. Slowly but surely memories are starting to come back, except memories about Homer.    ",6.7
376,376,The Monkey Suit,"After seeing a museum exhibit on evolution, in which creation is labeled a myth, an outraged Ned Flanders teams with Reverend Lovejoy to blackmail Principal Skinner into requiring creationism to be taught in classrooms, eventually at the expense of any mention of evolution. Lisa becomes outraged herself, and forms a student organization to teach evolution, leading to a creationism vs. evolution trial, a la Inherit the Wind.    ",7.1
377,377,Marge and Homer Turn a Couple Play,Marge and Homer try their luck at celebrity marriage counselling.    ,6.4
378,378,"The Mook, the Chef, the Wife and Her Homer","When Fat Tony has to take a time-out due to a whacking attempt, Homer and Bart take over the business.    ",7.6
379,379,Jazzy and the Pussycats,Lisa becomes depressed when Bart becomes a better jazz musician than her. So she decides to set up an animal shelter in the Simpsons' attic.    ,6.7
380,380,"Please Homer, Don't Hammer 'Em","Marge begins her own carpentry business, but Homer becomes the face of the business because nobody will take a female carpenter seriously. And Bart uses Principal Skinner's peanut allergy to his advantage.    ",6.8
381,381,Treehouse of Horror XVII,A meteorite turns Homer into a rampaging blob with a voracious appetite; Bart brings a Golem to life; an alien invasion hoax turns real.    ,6.8
382,382,G.I. (Annoyed Grunt),"Homer is duped into signing up for the Army, and his hijinks after basic training ultimately results in a military occupation of Springfield.    ",6.8
383,383,Moe'N'a Lisa,"Lisa helps Moe become a distinguished poet, but she turns on him when he takes all the credit for his newfound greatness.    ",6.7
384,384,Ice Cream of Margie (with the Light Blue Hair),"Homer becomes an ice cream man after being fired from the plant, and Marge uses his leftover Popsicle sticks to create folk art figures.    ",6.9
385,385,The Haw-Hawed Couple,"Bart and Nelson become best friends, but Bart surprisingly discovers that the fringe benefits aren't worth Nelson's neediness.    ",7.2
386,386,"Kill Gil, Volumes I & II","The Simpsons let Gil stay with them during Christmas. However, he stays for 11 months because Marge can't tell him ""no.""    ",6.3
387,387,The Wife Aquatic,"Homer returns Marge to Barnacle Bay, where she spent her beloved summer vacations. But when they get there, they discover that it is no longer a tourist spot.    ",6.5
388,388,Revenge Is a Dish Best Served Three Times,"While Homer tries to get revenge on a driver who cut him off, his family warns him of the folly of revenge by telling stories based on ""The Count of Monte Cristo,"" ""Revenge of the Nerds,"" and ""Batman.""    ",7.0
389,389,Little Big Girl,Lisa embellishes her family heritage as Native American for a school project; Bart gets a driver's license and develops a relationship with an older girl.    ,6.7
390,390,Springfield Up,"A parody of the ""Up Series"" of British documentaries, in which a filmmaker follows Homer and his friends from grade school into their 40s.    ",7.3
391,391,Yokel Chords,"In this parody of The Sound of Music (1965), Lisa becomes a tutor for Cletus' seven children, until Krusty tries to exploit them as entertainers. Meanwhile, Bart becomes emotionally attached to his school-appointed psychiatrist.    ",6.8
392,392,Rome-Old and Juli-Eh,"Selma and Grampa fall in love and end up getting married, a marriage both Homer and Patty are against.    ",6.3
393,393,Homerazzi,"Homer becomes a successful Paparazzi, but Springfield's celebrities decide to get their revenge on him.    ",7.1
394,394,Marge Gamer,Marge decides to find out what their Internet has to offer and soon gets hooked on an online role-playing game; Homer referees Lisa's soccer game.    ,7.3
395,395,The Boys of Bummer,"Bart becomes the most hated person in Springfield after he is the goat in a championship baseball game, and Homer's new job as a mattress salesman ruins his and Marge's sex life.    ",6.0
396,396,Crook and Ladder,"Homer, Moe, Apu and Principal Skinner become volunteer firefighters. But just because they're not getting paid doesn't mean that they can't find a way to receive compensation.    ",6.9
397,397,Stop Or My Dog Will Shoot!,"Homer unwittingly drags the family into a cornfield maze after attempting to leave a boring Harvest fest that Marge brought them to. When everyone except Homer escapes, Santa's Little Helper rescues him and becomes the town hero. So the Simpsons enroll him in Police Dog Academy where he's teamed with Lou.    ",6.8
398,398,24 Minutes,Bart and Lisa join forces to stop the school bullies from setting off a stink bomb at the school bake sale.    ,8.1
399,399,You Kent Always Say What You Want,"After Kent Brockman is fired as a news anchor, he and Lisa use the Internet to expose the Fox News Conspiracy.    ",7.2
400,400,He Loves to Fly and He D'ohs,"Homer falls in love with private planes after taking a flight to Chicago with Mr. Burns. So Marge hires Homer a ""life manager"" to help him think positively and find a job that will allow him to fly for a living.    ",6.6
401,401,The Homer of Seville,"Homer becomes an opera star after an injury improves his singing voice. His newfound popularity forces him to hire a personal assistant, who turns out to be an obsessed stalker.    ",6.5
402,402,Midnight Towboy,"Homer becomes the most hated man in town after he becomes a tow truck driver, and Marge teaches Maggie to not be an over-dependent baby.    ",7.1
403,403,I Don't Wanna Know Why the Caged Bird Sings,"Marge promises to visit a convicted bank robber in prison, but is afraid to follow through. But when the convict escapes from prison, Marge is the first person he pays a visit to.    ",6.7
404,404,Treehouse of Horror XVIII,"The eighteenth Simpsons Halloween Special features parodies of the movies ""E.T."" and ""Mr. and Mrs. Smith.""    ",6.9
405,405,Little Orphan Millie,"Milhouse's parents are lost at sea, which causes him to become a troubled loner. But his new persona makes him the new most popular kid at school, which sparks jealousy in Bart.    ",6.6
